1184;1136;5.33;2023-07-29 12:24:21.697953
1763;3561;3.24;2023-07-05 15:53:53.774233
2528;1935;7.12;2023-03-29 09:51:37.941189
1520;1533;1.34;2023-07-13 17:31:43.654860
4407;2415;8.68;2023-05-29 16:08:12.113833
3051;2579;6.65;2023-09-01 18:46:00.304685
1924;447;0.49;2023-04-19 16:02:05.986778
3488;503;5.77;2023-07-15 02:09:22.059720
3788;1114;0.19;2023-09-23 01:47:33.158490
4896;2433;9.28;2023-01-14 22:13:24.738370
3220;283;5.38;2023-03-28 04:10:52.341105
2600;1799;3.87;2023-06-09 17:20:43.561521
511;2035;6.02;2023-11-02 23:34:48.604665
3459;3873;1.99;2023-01-08 07:09:54.891236
4827;4787;6.07;2023-03-09 22:31:54.278425
100;1765;8.04;2023-02-11 09:35:17.702779
4871;143;3.67;2023-10-10 17:44:38.571821
2756;4387;6.93;2023-01-13 12:42:08.755748
4262;4721;8.27;2023-07-08 19:03:42.693023
1026;991;3.79;2023-07-04 13:10:49.867718
4050;458;0.38;2023-02-23 10:54:13.689890
3094;4648;9.35;2023-05-25 19:08:03.724431
2685;653;9.94;2023-08-01 14:22:33.176627
1877;3791;9.25;2023-11-05 00:02:01.324728
4320;2312;6.85;2023-11-30 18:44:18.721525
930;627;7.26;2023-07-08 08:38:20.984853
339;2765;6.58;2023-11-02 15:33:41.925574
3935;3512;4.22;2023-09-05 22:16:58.403255
2987;3234;0.35;2023-09-01 21:55:57.272872
3869;2343;1.56;2023-10-15 07:01:17.177567
4752;744;8.43;2023-01-22 18:24:28.772453
268;1599;3.07;2023-09-22 21:17:47.708092
4313;1686;3.84;2023-11-19 07:54:17.290397
2646;2883;4.08;2023-09-01 16:18:49.386359
4641;2925;8.67;2023-03-03 03:27:46.722912
877;3636;2.77;2023-01-22 14:19:16.341814
4647;1999;4.85;2023-05-14 04:58:40.054646
322;1895;6.7;2023-09-02 07:17:33.300802
2575;1675;7.67;2023-10-20 14:12:13.033266
235;517;5.91;2023-02-16 10:31:53.620100
4980;1043;2.78;2023-09-05 14:01:34.487874
3923;4181;8.24;2023-05-22 16:40:28.425735
4796;180;4.44;2023-02-10 19:37:44.173441
3003;3774;6.04;2023-02-14 23:46:11.676683
4393;4891;5.42;2023-05-07 22:28:22.399850
4294;4047;9.17;2023-05-19 13:35:11.508883
1658;2239;0.01;2023-04-14 16:19:16.826788
4996;1136;0.65;2023-09-09 17:15:20.332393
151;1985;2.44;2023-05-31 18:46:51.183698
570;886;3.66;2023-02-08 13:53:38.385170
3010;3259;7.31;2023-09-09 03:02:10.346696
3255;337;7.86;2023-10-15 19:43:46.812293
2342;1644;9.71;2023-02-06 00:05:29.777689
1768;4449;5.26;2023-05-08 20:02:28.950385
4730;2268;9.2;2023-07-10 15:16:31.132563
2822;4113;4.09;2023-09-22 16:12:11.916016
4163;3521;8.53;2023-07-04 08:03:53.907177
1834;3420;9.57;2023-02-18 16:02:26.958030
962;647;9.1;2023-05-08 14:26:54.341335
3188;3745;6.75;2023-06-30 08:32:36.386120
4274;3419;5.76;2023-08-04 21:34:36.017708
2335;3445;6.82;2023-02-01 01:46:10.336701
3280;4724;9.14;2023-10-25 14:37:30.565521
1093;1584;2.98;2023-05-21 06:52:27.245862
2199;154;1.15;2023-07-03 11:51:42.407151
2933;1527;0.1;2023-10-16 22:04:32.597790
4413;846;7.21;2023-01-19 01:08:52.710361
189;2520;6.3;2023-03-23 19:30:44.519125
955;1211;3.5;2023-05-28 06:09:40.447150
2564;420;1.54;2023-01-31 23:09:41.725965
3289;110;4.49;2023-08-11 19:31:00.356599
1982;2624;2.91;2023-01-22 03:55:59.343723
364;324;3.14;2023-02-12 14:57:18.778408
4119;3817;4.25;2023-11-20 06:09:43.309640
2874;2375;9.85;2023-05-21 07:34:23.033880
4232;3773;6.98;2023-08-11 07:16:13.430047
541;2686;8.99;2023-09-20 18:16:03.587197
2038;2161;5.19;2023-04-11 13:05:27.475430
472;1020;9.64;2023-02-14 05:36:24.784161
586;473;2.03;2023-05-29 03:31:58.888871
4715;1214;1.38;2023-09-01 07:10:52.125156
3059;4220;6.03;2023-06-04 07:26:31.301833
669;1320;5.84;2023-03-13 16:48:51.689133
4992;4203;7.0;2023-10-19 08:39:05.449324
2143;4285;6.83;2023-07-13 11:34:42.481557
1845;2539;9.62;2023-10-27 08:09:44.752441
1537;1335;3.96;2023-06-20 00:19:01.286021
1007;3893;2.35;2023-02-06 02:34:03.983388
1434;2768;6.73;2023-09-12 17:16:42.607225
1799;761;7.6;2023-05-30 09:41:45.272507
1483;4005;4.27;2023-08-18 18:22:03.111852
2378;3223;2.78;2023-06-13 04:51:39.375072
4549;4407;8.49;2023-02-10 10:58:30.258903
1974;1282;8.73;2023-08-04 12:36:19.832988
4242;634;9.09;2023-04-07 08:21:31.735893
593;1579;3.42;2023-01-17 15:31:20.937676
954;3338;3.45;2023-05-12 12:48:12.355103
3272;1765;5.22;2023-03-05 01:17:00.772617
624;290;5.33;2023-08-12 02:39:01.314774
4748;2470;6.43;2023-01-09 14:44:57.166793
4872;1919;8.92;2023-03-08 00:06:51.362158
800;3085;4.14;2023-06-11 23:12:48.762803
2662;2386;3.11;2023-06-12 11:13:09.083233
4554;95;0.94;2023-03-26 18:12:29.430527
458;1336;8.51;2023-08-31 01:25:16.032311
2551;275;2.96;2023-01-25 21:37:44.598790
559;1332;4.1;2023-09-18 19:24:06.064631
4194;107;3.82;2023-02-18 06:37:20.174890
3333;2622;2.62;2023-01-11 04:30:44.525872
75;776;7.41;2023-08-05 10:09:31.486467
4462;2261;4.8;2023-02-03 13:48:35.790426
4421;4076;7.8;2023-08-03 03:19:48.832915
3872;1508;6.83;2023-05-06 15:01:07.738028
4389;4455;6.69;2023-11-10 01:12:17.218853
1863;1510;6.39;2023-07-27 07:19:10.477207
2415;3612;9.04;2023-07-03 11:00:02.298887
168;2182;1.83;2023-08-25 03:05:04.037819
2931;3164;2.98;2023-05-11 08:15:42.794937
1792;1485;5.3;2023-05-27 03:58:37.230544
4486;3425;4.42;2023-02-02 13:01:30.639543
2627;3174;5.39;2023-01-29 05:05:31.643225
1069;70;1.63;2023-04-17 02:06:57.812539
3873;4063;3.2;2023-09-21 20:32:08.995591
1915;1274;1.77;2023-03-31 15:22:01.979812
1858;354;2.28;2023-04-13 11:43:52.420681
2732;2303;7.75;2023-03-14 08:51:47.252442
778;4249;9.94;2023-11-28 17:17:43.132178
1172;4819;6.1;2023-02-04 05:44:57.059293
3307;1647;2.53;2023-03-31 05:52:57.258178
4310;2285;8.75;2023-01-08 16:49:36.682343
3468;3431;3.2;2023-02-19 02:20:47.070170
2924;3808;2.57;2023-10-30 10:28:32.861984
448;720;3.72;2023-03-31 15:24:11.749833
2016;2245;6.83;2023-04-11 05:14:26.358169
1837;3565;5.8;2023-10-25 02:36:11.217906
4398;3640;5.22;2023-07-09 18:17:02.323431
4518;4751;9.3;2023-11-17 08:15:25.437625
3474;2272;8.15;2023-06-25 05:22:36.406012
2429;3604;7.59;2023-10-24 04:21:11.065052
2602;1052;0.55;2023-06-03 02:13:32.206231
3146;4122;0.32;2023-07-16 03:26:54.194831
4694;804;9.01;2023-06-08 08:41:55.251630
3725;2435;9.97;2023-11-05 06:17:03.527895
4674;4947;5.62;2023-10-21 00:25:38.318821
2280;701;1.26;2023-10-06 08:02:34.325584
3124;3556;2.7;2023-11-25 23:55:39.825449
399;1889;7.05;2023-09-09 23:20:17.316520
3607;760;3.99;2023-11-23 08:00:09.972132
4351;4762;2.45;2023-01-21 12:31:21.215725
4561;146;6.67;2023-02-17 22:23:48.696295
2816;2067;9.89;2023-06-24 19:55:15.515666
529;3524;7.94;2023-01-14 08:46:51.807013
1427;1272;8.41;2023-06-08 06:46:26.721874
348;3886;9.55;2023-11-07 11:28:32.322946
1638;1793;8.57;2023-05-08 05:21:08.165286
990;531;5.37;2023-09-22 15:04:23.227223
1859;1439;6.3;2023-08-16 12:48:48.722509
2487;936;9.27;2023-07-02 08:10:27.093412
108;3847;0.45;2023-04-01 08:48:46.172922
3979;2209;2.64;2023-04-08 12:18:24.849038
4975;4013;1.05;2023-11-21 18:01:10.706385
2068;4057;8.03;2023-04-19 20:54:08.443528
1744;1713;9.98;2023-02-28 02:14:54.161392
4522;4221;9.9;2023-05-02 05:58:03.700501
1678;2045;7.68;2023-10-09 11:50:26.171480
1811;4521;6.92;2023-11-04 04:05:19.478412
2003;1334;8.42;2023-08-15 22:06:15.171220
2478;3218;5.76;2023-07-24 00:38:41.391175
3752;669;2.19;2023-05-09 12:59:36.789839
2709;515;3.09;2023-08-06 16:52:10.864744
4208;4799;3.72;2023-02-26 10:52:38.269992
3588;3563;7.15;2023-01-17 12:01:08.432744
4122;760;4.47;2023-03-03 19:41:44.367951
508;4818;3.8;2023-04-12 04:03:49.604674
4662;621;3.05;2023-09-27 17:03:51.217179
1658;4490;6.69;2023-01-14 23:36:03.511676
3625;4100;1.95;2023-10-15 15:15:22.791383
1698;1175;4.63;2023-02-13 22:20:29.549497
4264;1467;4.13;2023-09-23 20:14:12.569040
4485;2401;6.37;2023-07-16 08:41:08.316655
1290;3434;9.59;2023-04-20 08:38:12.823991
3062;1573;9.01;2023-01-11 06:32:36.480625
4999;2058;1.5;2023-04-22 20:18:40.764080
4313;1565;0.41;2023-02-11 22:47:27.865105
1003;589;7.94;2023-03-09 06:48:56.122208
4059;4402;6.96;2023-03-04 12:36:49.218114
3025;1796;3.59;2023-01-24 18:41:18.951011
3129;3375;5.48;2023-11-04 01:46:36.967489
3239;2821;6.66;2023-11-03 14:23:04.434265
4508;3814;1.35;2023-09-27 03:02:17.584574
2458;3556;6.45;2023-10-21 12:22:11.296266
1374;600;2.89;2023-09-26 03:22:28.444658
1080;893;2.07;2023-05-20 08:02:03.233847
4685;1306;6.11;2023-08-04 12:26:13.987192
4865;2415;4.54;2023-10-18 13:53:55.104658
4333;1863;9.83;2023-11-16 17:04:01.640971
706;3951;4.0;2023-05-18 16:14:27.013678
2731;3788;9.22;2023-07-22 15:12:04.522107
2273;1162;0.46;2023-10-29 14:36:02.250075
2369;1926;5.12;2023-08-18 06:03:58.100827
4535;4972;5.47;2023-06-20 20:02:08.380366
818;1662;6.63;2023-04-03 18:40:43.945509
681;675;9.02;2023-06-28 17:36:57.946076
1678;1527;6.0;2023-05-02 00:00:58.918873
741;2166;4.89;2023-06-05 01:01:55.772447
2390;2537;9.51;2023-11-15 13:03:43.676685
2923;3947;4.87;2023-03-25 01:45:23.756365
3409;3946;1.86;2023-11-04 15:43:18.584891
2817;426;6.71;2023-08-20 03:31:24.554039
182;1436;9.22;2023-01-23 02:35:16.025501
1654;2277;9.26;2023-02-21 21:37:02.206691
4923;335;6.0;2023-07-12 14:27:06.988131
3495;2239;2.08;2023-11-06 20:02:41.567656
2539;2487;5.01;2023-03-04 23:04:38.104361
2698;3820;0.9;2023-03-02 21:22:48.463757
227;72;8.25;2023-02-23 10:57:45.417840
2930;4908;4.3;2023-07-08 10:29:32.695864
1563;28;3.57;2023-10-11 08:19:46.415505
4749;293;5.61;2023-09-07 12:41:03.437409
2651;2969;8.0;2023-03-19 16:29:24.680205
2398;404;5.93;2023-09-01 17:30:38.336753
2408;3194;7.08;2023-02-05 11:49:22.978682
4839;3989;7.24;2023-03-10 12:16:03.224928
844;3024;3.81;2023-02-14 03:37:16.820397
2183;2087;8.42;2023-03-06 01:31:35.813771
1274;4614;5.46;2023-03-18 00:36:29.562207
2585;4291;8.82;2023-03-06 00:09:36.877782
3549;1545;4.58;2023-01-31 11:09:15.050023
1634;4710;5.77;2023-05-07 19:29:11.818469
3737;3377;0.92;2023-11-26 01:46:41.908515
4070;2897;3.01;2023-01-20 13:31:29.844143
338;1500;5.54;2023-11-07 13:00:53.851673
3060;3713;1.16;2023-11-19 05:36:10.097848
409;2395;3.52;2023-01-23 23:55:13.698392
3467;2601;6.01;2023-09-09 08:51:21.357878
2211;384;4.91;2023-11-24 21:01:58.137120
191;3051;4.84;2023-05-19 14:05:39.024333
1989;1160;7.04;2023-05-08 16:21:18.035952
618;1072;4.93;2023-02-01 18:24:22.113680
4009;4002;1.33;2023-06-25 02:05:52.831426
683;3132;0.21;2023-09-22 01:15:40.357463
3421;1312;7.81;2023-10-25 03:15:35.778483
589;4167;1.22;2023-05-10 18:48:20.988100
327;3290;9.5;2023-01-11 20:59:42.857903
4691;882;2.31;2023-06-01 01:04:58.673795
1076;2811;8.92;2023-08-31 23:50:22.669404
2708;2467;3.44;2023-02-17 03:53:56.752277
344;3876;9.44;2023-09-24 11:57:23.060420
84;4254;1.65;2023-07-19 12:06:20.152869
4885;1964;7.76;2023-08-01 15:47:46.434754
1826;1828;3.51;2023-08-03 13:34:28.503871
2698;3197;5.9;2023-08-22 09:23:52.267909
4472;2339;8.5;2023-03-09 04:11:50.536062
182;3262;8.61;2023-01-21 10:44:07.401500
2061;4578;4.89;2023-02-19 01:01:58.326722
307;1566;3.54;2023-05-25 13:08:42.520069
4588;1702;2.87;2023-04-30 18:18:29.437370
1079;2930;3.21;2023-01-11 21:53:17.742517
2148;2103;7.72;2023-09-15 04:35:42.428861
1240;4366;2.54;2023-05-03 04:22:43.158493
4315;1862;0.94;2023-07-26 23:39:58.552962
114;2052;6.18;2023-03-18 10:18:56.024006
220;2578;7.25;2023-03-04 00:16:22.921616
723;2527;7.37;2023-01-31 11:00:34.976915
4882;4325;8.98;2023-06-09 21:57:45.492359
3397;3841;5.06;2023-05-17 17:18:39.494756
3622;4661;8.22;2023-02-08 16:19:39.248483
3403;361;5.26;2023-01-02 16:36:56.598408
2398;810;7.07;2023-03-25 01:50:22.347173
4714;2465;1.21;2023-04-24 17:12:30.316401
104;3948;1.74;2023-09-18 12:34:56.119195
4499;4089;4.31;2023-04-11 15:02:23.954247
4;2544;0.65;2023-03-27 10:00:51.341662
290;2291;9.27;2023-06-07 17:22:15.435391
1392;3897;5.56;2023-04-18 00:50:36.184691
3465;36;3.8;2023-10-02 02:58:30.366999
2012;4515;8.44;2023-01-14 17:51:59.573180
3732;4986;3.23;2023-07-18 23:28:13.406648
2047;609;2.28;2023-06-02 04:01:51.647540
2568;4205;8.01;2023-04-01 09:45:08.579166
1067;2453;9.0;2023-05-23 10:18:28.686279
2084;300;3.2;2023-11-07 01:47:09.782045
3662;4445;2.18;2023-06-27 04:38:10.598187
1625;2225;6.77;2023-09-26 02:23:04.820126
48;1611;8.99;2023-08-09 18:56:41.480119
431;2842;2.11;2023-08-28 11:14:20.774306
1347;1746;3.65;2023-08-11 00:28:06.128559
911;4052;5.16;2023-10-17 07:52:56.340299
4036;2929;4.99;2023-05-23 15:29:46.814776
2744;457;9.16;2023-06-17 07:05:40.664127
4864;3913;1.84;2023-03-24 19:41:28.332514
1123;4405;2.34;2023-11-02 05:34:46.879758
3338;4525;3.5;2023-10-02 15:30:07.321415
2795;3261;2.79;2023-09-27 14:44:02.130344
3471;3046;1.79;2023-03-24 00:01:04.482937
1162;4012;9.45;2023-07-02 06:54:09.611089
3206;138;4.46;2023-11-06 14:21:39.813105
2391;1867;3.37;2023-05-09 07:31:44.240196
4755;4359;7.09;2023-09-12 14:50:52.702575
3925;3391;3.91;2023-10-07 19:53:16.776571
1082;1806;4.96;2023-01-30 19:58:40.689549
1753;3482;7.79;2023-11-25 13:00:56.126731
42;3142;3.76;2023-07-26 19:37:00.444475
2498;1785;2.24;2023-11-10 04:17:43.240054
1420;785;2.01;2023-04-02 11:14:53.599403
3825;3258;7.77;2023-02-18 12:20:59.974024
3334;4218;6.53;2023-01-19 14:56:49.244066
146;4685;0.45;2023-04-08 05:08:38.543013
1287;4002;6.58;2023-03-21 18:57:24.639675
4545;1242;3.62;2023-10-22 06:13:10.626433
3416;4302;2.8;2023-10-14 07:42:41.613199
2524;3144;7.73;2023-06-26 21:38:17.613807
2185;3151;0.53;2023-04-19 00:37:18.334383
1225;3882;0.13;2023-11-07 21:25:23.593293
2216;2980;3.92;2023-01-28 06:43:18.070199
1534;4276;2.33;2023-11-09 15:21:48.753621
4008;1229;5.85;2023-04-24 15:00:02.464997
1467;4491;1.67;2023-05-25 21:24:59.421917
3363;1749;0.86;2023-07-05 14:12:55.827120
735;2154;7.88;2023-01-11 05:19:54.243824
1871;505;4.32;2023-05-26 18:57:14.122930
754;1111;1.66;2023-06-22 07:07:55.657992
3311;2580;3.65;2023-05-31 22:20:21.300008
1720;2772;7.53;2023-03-25 07:53:36.797822
3021;3896;7.2;2023-08-14 05:38:51.359881
1947;2709;5.61;2023-01-14 01:24:36.626809
2394;3424;1.66;2023-11-29 18:30:35.638887
2822;3302;7.37;2023-03-25 14:33:16.863833
3974;4647;0.74;2023-10-16 15:39:04.724406
2425;2091;2.38;2023-09-18 16:03:32.029589
4221;4037;9.93;2023-02-26 21:08:06.269419
3009;2949;2.83;2023-06-29 01:24:46.272572
4138;1744;2.78;2023-01-21 01:09:25.036419
1247;3872;1.88;2023-01-29 03:27:46.558650
4180;1716;9.72;2023-01-09 00:01:04.743643
4611;79;1.95;2023-03-20 09:45:37.087639
4223;4319;6.1;2023-05-24 02:56:16.989468
2610;3890;1.41;2023-10-06 12:38:50.655110
875;256;2.18;2023-08-21 08:31:41.055282
1586;303;8.4;2023-04-05 06:19:31.754416
718;4183;3.21;2023-02-24 15:39:07.683153
1758;3655;1.63;2023-09-18 05:27:22.503044
3619;2574;7.5;2023-11-26 13:56:58.034104
2356;4665;3.49;2023-04-05 18:52:20.901365
4592;3210;0.85;2023-03-28 16:34:42.052763
226;714;2.2;2023-11-14 07:20:00.755327
2694;1105;5.66;2023-03-16 11:38:47.966976
1091;425;8.22;2023-06-24 22:25:38.849951
3041;3764;7.65;2023-07-22 21:51:49.165387
20;443;7.48;2023-08-10 00:30:19.657962
4582;1880;8.27;2023-11-21 17:03:07.610283
2423;681;2.94;2023-08-02 09:45:41.018587
1876;160;5.54;2023-09-28 15:46:01.893308
644;4538;0.03;2023-06-07 19:34:49.017314
2432;2799;6.93;2023-03-09 19:14:47.923411
1675;1980;4.83;2023-08-10 00:47:05.005551
3431;1252;9.14;2023-01-23 06:17:00.419067
815;3447;3.68;2023-04-16 09:49:38.946080
1396;115;8.3;2023-09-12 09:14:38.892877
2023;4930;7.32;2023-10-05 00:38:27.520749
2776;1349;3.73;2023-03-24 22:06:30.091039
1486;591;5.76;2023-09-17 10:40:44.096323
301;1579;0.96;2023-08-31 14:48:35.722736
43;2175;8.74;2023-01-31 13:17:41.713132
927;4198;8.37;2023-11-22 19:50:37.315496
1861;1144;8.06;2023-08-02 22:33:38.797565
2916;2928;6.07;2023-06-26 03:26:24.009232
2784;2057;6.68;2023-05-12 06:10:25.059808
3499;692;8.23;2023-09-14 10:58:19.338057
4411;3132;4.34;2023-02-24 02:32:02.023008
3986;3806;7.43;2023-06-17 01:11:36.304368
4451;3300;7.53;2023-05-27 08:22:35.888916
421;616;0.03;2023-09-30 22:29:55.590955
3355;4628;8.86;2023-07-01 10:30:56.531916
2787;3607;5.99;2023-05-22 20:18:24.942662
209;2199;0.15;2023-02-17 08:17:47.011883
2800;210;5.66;2023-08-09 16:21:50.185617
880;4456;7.88;2023-10-18 15:25:48.569358
508;3377;8.13;2023-01-17 19:15:37.011182
2346;3646;6.72;2023-08-04 20:32:08.328803
4431;487;5.79;2023-01-17 06:40:00.734674
1517;1268;6.19;2023-10-09 23:12:12.178387
2056;3665;9.25;2023-07-18 14:58:08.640541
2501;4661;9.99;2023-01-12 20:26:19.860128
2663;2800;1.61;2023-10-18 10:00:37.694785
4339;3651;3.63;2023-08-17 12:38:00.352163
897;72;2.38;2023-04-13 07:23:15.365350
988;3928;0.62;2023-06-04 00:56:02.403089
1030;666;2.15;2023-08-08 10:17:39.241956
2191;1931;5.6;2023-08-12 16:38:30.621234
1356;1622;8.47;2023-04-03 16:05:59.071573
2543;4625;7.86;2023-03-15 23:45:00.767165
4923;4168;2.65;2023-07-02 12:21:20.191053
3974;2789;0.61;2023-07-16 08:14:38.652591
3383;410;5.43;2023-01-12 01:34:21.026001
3438;4778;0.15;2023-01-02 14:50:43.716520
1403;1638;2.74;2023-03-14 07:46:06.543975
2337;2391;5.89;2023-04-28 20:39:25.399280
3452;4353;6.65;2023-01-17 23:02:46.865452
4391;3556;6.16;2023-11-22 12:25:28.487739
837;1050;6.1;2023-08-18 17:46:25.238251
4741;3779;2.59;2023-03-05 07:55:17.435092
168;651;3.23;2023-10-16 04:30:33.252619
4653;2766;5.45;2023-02-17 12:02:34.382967
3514;2265;0.1;2023-01-13 14:10:43.458691
3025;1374;0.08;2023-01-21 10:35:56.702482
2232;3130;1.93;2023-08-07 13:51:14.778177
2377;4444;2.12;2023-06-02 23:29:57.568033
1274;636;7.46;2023-01-01 07:05:32.368014
1666;3353;3.38;2023-04-27 09:59:10.519113
1860;1995;2.68;2023-02-08 20:00:58.861458
1879;4795;8.27;2023-03-23 23:03:45.250577
2846;2212;6.29;2023-07-21 23:11:41.908368
2076;4423;9.15;2023-03-20 08:56:52.860445
2976;1050;0.55;2023-11-01 16:56:06.069163
841;3667;5.49;2023-05-12 23:22:26.460814
186;3205;9.41;2023-09-27 16:56:00.988864
1473;226;0.85;2023-07-05 01:23:28.148183
1275;201;6.89;2023-08-05 00:06:54.627234
3266;705;9.85;2023-03-11 10:47:17.506530
840;3399;6.11;2023-03-03 01:04:47.828488
578;486;5.33;2023-02-02 08:48:49.827964
660;2225;6.75;2023-10-20 17:39:15.139680
3988;2828;0.36;2023-05-25 12:27:35.201527
3831;748;3.24;2023-02-01 10:44:47.530084
3015;2427;4.47;2023-05-05 00:18:50.966957
1395;4932;8.38;2023-11-20 03:55:24.992706
1470;365;1.21;2023-03-04 15:54:00.584069
731;4329;1.59;2023-08-04 18:24:54.545906
1613;4031;7.69;2023-06-06 10:06:50.626009
3461;1166;7.37;2023-08-25 13:05:02.912750
4280;1385;3.67;2023-06-07 18:08:34.536046
1927;1636;0.27;2023-07-18 02:14:45.185216
3728;109;6.03;2023-06-17 09:19:58.321102
1592;1053;5.12;2023-05-15 19:16:25.598743
3153;2173;1.45;2023-01-01 16:39:53.478081
1922;1297;3.81;2023-08-13 22:11:20.043081
1320;910;4.77;2023-09-19 09:41:53.824680
2742;3051;5.06;2023-07-03 21:00:21.364170
4421;4469;4.9;2023-10-29 22:15:08.911344
818;1723;6.72;2023-10-21 16:15:14.216053
2265;3624;0.39;2023-08-14 11:54:57.800434
552;2460;0.25;2023-11-11 10:04:16.951311
3024;4851;4.92;2023-07-20 16:09:30.166825
1409;3542;4.72;2023-08-01 06:14:23.132973
4753;967;5.4;2023-10-24 12:58:21.145344
814;613;6.3;2023-09-13 08:20:21.057304
3693;2819;1.21;2023-10-24 12:42:45.062269
1376;4556;7.77;2023-11-08 11:32:00.956649
32;1212;9.18;2023-11-28 18:14:51.485527
4732;1630;2.6;2023-08-13 02:21:27.186484
2939;2341;5.98;2023-01-27 23:44:49.297093
4780;2589;3.96;2023-10-30 07:35:05.967613
3619;1221;7.63;2023-08-27 02:29:57.657404
453;4776;7.38;2023-04-29 22:23:55.024014
111;2487;0.82;2023-11-07 08:58:34.814202
3303;1532;1.81;2023-06-04 10:25:52.765860
4590;2236;8.92;2023-01-09 17:41:27.686384
937;3995;6.89;2023-06-23 00:48:57.425092
605;1382;2.23;2023-01-24 00:52:03.967883
1650;2422;9.29;2023-07-30 15:24:09.778921
3527;4573;8.56;2023-06-12 22:34:00.382818
708;4457;2.61;2023-06-27 07:22:19.344326
2328;1948;7.48;2023-03-06 11:46:37.006574
96;3675;5.52;2023-01-18 07:40:28.703275
3260;2350;2.63;2023-10-01 10:05:01.056240
4067;1896;3.68;2023-10-25 17:04:40.456494
4820;3366;8.62;2023-05-15 15:41:44.199761
4486;908;9.36;2023-09-25 04:47:53.681036
3853;4017;4.54;2023-10-13 02:02:11.549400
935;4929;7.41;2023-07-11 04:52:47.233716
2281;4961;7.41;2023-03-03 11:26:46.317247
4099;812;1.19;2023-08-26 21:18:12.346971
767;1320;2.0;2023-01-13 15:25:58.071810
1009;3631;4.17;2023-03-19 15:37:24.575672
2645;4557;3.2;2023-03-02 18:34:38.215540
1486;1916;5.92;2023-06-25 17:21:03.500569
4448;3602;0.01;2023-04-10 04:47:12.647230
4610;3540;3.39;2023-08-20 23:45:16.067566
2159;2798;7.06;2023-04-29 11:41:52.013097
1785;2100;9.43;2023-06-14 14:33:52.297184
2177;1516;4.43;2023-05-11 08:11:07.507997
2080;2135;3.73;2023-02-28 17:02:19.100636
1578;1366;0.05;2023-01-24 23:46:21.816625
2993;3840;7.6;2023-05-15 07:54:52.769470
3086;1762;4.65;2023-05-01 15:39:47.508446
1247;4549;0.88;2023-04-16 16:23:36.501784
3483;1313;3.0;2023-08-06 20:29:45.615046
4619;4690;2.11;2023-10-11 07:55:30.652387
1180;1490;8.69;2023-04-14 05:10:08.844208
962;1033;8.6;2023-06-04 09:33:53.475365
1088;1935;2.44;2023-07-17 02:34:29.118090
3096;283;0.85;2023-11-23 04:20:50.844228
3831;66;8.26;2023-06-23 22:01:47.852336
2005;1287;1.15;2023-06-10 17:30:01.923995
4174;2616;0.01;2023-08-20 17:12:14.172149
4291;2391;2.66;2023-06-05 01:14:54.908737
4602;866;3.93;2023-11-02 07:03:00.128656
20;49;2.34;2023-09-20 23:21:09.614736
2823;4858;3.37;2023-09-13 17:16:29.647800
3481;919;1.37;2023-03-23 03:05:19.603466
2796;2108;8.28;2023-07-05 11:33:38.634525
