True;4.678993;8;Table
True;0.654194;64;Tasty Plastic Bike
False;7.705292;15;Soft Pizza
True;1.350661;24;Soap
False;7.357528;79;Rubber Salad
False;1.619202;69;Fish
True;0.166136;28;Soft Shoes
False;1.392072;36;Granite Computer
False;2.246707;99;Plastic Shirt
True;5.926814;71;Handcrafted Ball
True;5.719374;65;Soft Shoes
False;1.752725;3;Soft Chicken
True;0.059639;7;Awesome Hat
True;0.682956;27;Ball
False;2.234269;48;Steel Cheese
True;8.344797;53;Awesome Towels
False;3.958699;5;Hat
True;0.400554;8;Intelligent Concrete Chair
False;4.277346;90;Fantastic Shoes
False;8.461642;99;Sausages
False;4.435117;55;Cotton Shirt
True;1.917053;9;Steel Pizza
False;6.336619;9;Licensed Frozen Towels
True;7.009643;100;Incredible Ball
False;1.236883;6;Tasty Pants
False;2.435678;73;Rubber Towels
False;7.738108;10;Licensed Wooden Ball
False;3.73786;24;For repair Mouse
False;3.273158;36;Shoes
False;0.800413;77;Rubber Fish
False;5.324141;43;Incredible Steel Salad
False;2.363752;1;Soft Soap
True;5.131661;81;Rubber Chicken
True;0.105774;23;Small Salad
False;7.063732;39;Frozen Chair
False;0.512659;98;Awesome Plastic Bike
True;8.667969;9;Tasty Pizza
True;2.756433;33;Handmade Soft Cheese
True;6.6124;58;Cotton Soap
False;5.070531;100;Small Fish
False;5.697335;0;Refined Gloves
False;4.286785;17;Soft Bike
False;2.447076;99;Steel Shirt
False;5.114631;34;Incredible Shirt
True;2.217215;56;Cheese
False;1.465251;64;Soft Pants
True;4.154543;33;Rustic Soft Chair
False;3.315247;75;Tuna
False;4.836551;41;Concrete Salad
False;7.293191;90;Table
True;0.115562;73;Practical Pizza
False;4.777078;17;Refined Soap
True;8.723698;53;For repair Pizza
False;2.196489;44;Incredible Soft Cheese
True;5.583707;42;Used Chair
True;0.833265;20;Licensed Mouse
True;5.205268;68;Handcrafted Sausages
False;0.309914;76;Gorgeous Keyboard
False;5.464797;69;Bike
False;2.788964;30;Concrete Shirt
False;3.49984;72;Handcrafted Soft Hat
False;1.577746;32;Incredible Soap
False;3.695096;46;Tasty Cheese
False;8.887624;83;Rustic Pizza
False;5.501086;28;Practical Pants
True;1.053945;51;Tasty Keyboard
True;7.770307;19;Soft Towels
True;3.775802;41;Handmade Car
False;1.572944;36;Gorgeous Hat
False;5.135985;11;Salad
True;1.070411;4;Plastic Chicken
True;7.963169;59;Soft Cheese
False;5.88759;42;Licensed Metal Fish
False;6.462375;94;Rustic Plastic Chicken
True;3.69354;75;Chips
False;6.139702;40;Rubber Tuna
False;0.400581;75;Ergonomic Soap
False;6.529328;5;Metal Keyboard
True;5.564314;68;Fantastic Shirt
False;5.768278;70;Refined Fresh Mouse
True;2.537162;95;Rubber Car
False;4.739134;95;Soft Shirt
False;4.805076;88;Unbranded Rubber Chair
False;8.876872;54;Chair
True;8.418009;100;Frozen Keyboard
True;7.173339;12;Wooden Fish
True;1.798276;23;Tasty Metal Soap
False;3.435602;31;For repair Granite Shoes
True;3.993477;80;Gorgeous Shirt
False;6.517033;76;Metal Tuna
True;8.359651;19;Gently Used Wooden Table
False;0.572404;35;Frozen Pants
False;4.637838;52;Mouse
False;1.369239;100;Generic Rubber Bacon
False;7.058276;48;Awesome Ball
False;3.460273;16;Refined Concrete Shirt
True;1.060737;54;Handcrafted Steel Shirt
False;5.881668;85;For repair Plastic Towels
False;0.322426;99;Concrete Sausages
True;8.942583;43;Awesome Car
False;3.696634;6;Sleek Rubber Fish
False;8.255789;14;Hat
False;2.179962;92;Rubber Sausages
True;8.597217;45;Used Granite Mouse
True;4.377772;52;Cheese
True;5.057476;92;Rubber Hat
False;6.615845;13;Shirt
True;2.614937;45;Tasty Fresh Mouse
False;4.511115;17;Practical Rubber Table
True;4.249046;17;Fantastic Rubber Hat
True;6.123037;48;Concrete Sausages
False;1.74281;89;Wooden Car
True;0.051254;54;Handmade Granite Shirt
True;3.778605;34;Car
True;2.56886;32;Intelligent Gloves
False;8.521529;95;Towels
True;2.009354;55;Chair
True;3.359775;73;New Fresh Chicken
True;3.248457;11;Refined Hat
False;7.175304;81;Rubber Bike
True;3.36764;55;Sleek Car
False;4.850052;11;Plastic Car
True;3.70108;51;Keyboard
False;6.200993;46;Rubber Computer
True;3.540755;86;Gorgeous Bike
True;8.478543;37;Gorgeous Rubber Tuna
False;2.760367;55;Practical Tuna
False;6.984061;45;Mouse
False;0.714095;35;Plastic Gloves
True;2.914111;87;Fantastic Plastic Fish
True;4.888014;67;Gorgeous Keyboard
False;1.568845;3;Gorgeous Pizza
False;3.368144;10;For repair Frozen Car
True;8.783245;35;Unbranded Bike
True;1.880168;66;Granite Gloves
False;8.211338;77;Soap
False;8.119065;75;Sausages
True;3.577322;27;Practical Chips
True;5.872278;87;Plastic Computer
True;8.797563;86;Small Sausages
False;0.629252;62;Steel Pizza
False;3.562087;18;Small Chair
False;6.264769;28;Car
True;4.903438;5;Soft Computer
True;1.029747;89;Fish
False;1.195386;4;Metal Mouse
False;8.207389;53;Metal Bacon
False;0.454636;77;Keyboard
False;3.318873;21;Sleek Fish
True;5.475691;62;Concrete Bike
True;1.08027;11;Awesome Pizza
False;8.05512;95;Fantastic Steel Cheese
False;3.259622;72;Wooden Gloves
False;6.410274;69;Cotton Mouse
True;4.171077;34;Wooden Chair
False;8.232693;52;Shirt
False;7.931044;61;Plastic Pants
True;4.084338;92;Frozen Hat
True;1.558642;21;Metal Fish
False;4.270625;82;Rustic Wooden Mouse
False;7.327591;54;Awesome Gloves
False;0.007369;100;Soft Pizza
False;2.850024;23;Generic Soft Bacon
False;5.562777;37;Handmade Sausages
False;1.965279;36;Generic Rubber Computer
True;4.489272;79;Refined Chicken
False;1.303731;17;Concrete Computer
True;3.051319;79;Tuna
True;8.938054;68;Cheese
False;1.941914;84;Soft Computer
True;2.419157;23;Handmade Concrete Table
True;1.493783;64;Practical Hat
True;0.335592;23;Chips
False;6.235617;8;Handcrafted Bacon
False;1.757932;79;Rustic Concrete Soap
False;5.845829;12;Gorgeous Steel Keyboard
True;8.182486;81;Concrete Mouse
False;0.001512;17;Chicken
True;0.53304;78;Licensed Fish
True;0.90271;94;Frozen Shoes
True;2.10685;75;Handcrafted Fresh Shoes
False;7.987212;92;Frozen Chips
True;0.415145;47;Concrete Chair
False;4.871109;54;New Fresh Computer
True;5.815527;14;Granite Fish
True;0.566858;97;Pants
False;5.149632;53;Handcrafted Pants
False;6.187072;31;Fantastic Table
False;3.445017;17;Intelligent Metal Chicken
False;2.357702;71;Tuna
True;7.707529;38;Table
True;8.73723;69;Gorgeous Mouse
True;6.530809;0;Used Soft Bike
False;6.320915;84;Rubber Gloves
True;2.220897;82;Awesome Bike
True;0.97622;35;Used Concrete Tuna
False;7.616787;95;Rustic Fresh Towels
True;2.481884;75;Bike
False;0.64108;26;Licensed Fresh Ball
True;2.199075;10;Fantastic Soft Shirt
False;6.991922;17;Computer
True;4.824225;90;Tuna
True;5.053278;80;Practical Soap
False;7.915922;38;Pants
True;6.634607;10;Soft Sausages
False;7.121643;43;Unbranded Hat
False;7.250865;79;Awesome Hat
False;4.607613;68;Car
False;5.421327;60;Refined Fresh Chips
False;4.095392;58;Practical Concrete Car
True;7.635131;80;Chicken
False;6.11927;38;Chair
False;1.866852;47;Chair
False;5.082399;68;Gorgeous Soft Bacon
True;7.892003;80;Frozen Chair
False;1.03227;1;Incredible Cotton Fish
False;8.843985;64;Awesome Car
False;6.155701;38;Unbranded Cotton Ball
False;6.280034;73;Fantastic Table
False;7.21633;0;Steel Chair
True;6.23675;30;Keyboard
True;2.571591;46;Fresh Chips
False;4.758979;78;Shirt
False;2.009413;85;Soft Ball
False;1.749627;95;Plastic Fish
True;7.091575;50;New Pants
True;0.160629;0;Used Tuna
False;1.397237;86;Intelligent Chicken
True;8.55052;61;Fish
True;5.964036;57;Wooden Towels
True;4.616198;2;Fresh Ball
True;5.712607;74;Wooden Pants
False;0.35383;41;Fantastic Cotton Car
False;3.540922;28;Licensed Cotton Ball
False;4.395768;29;Shirt
False;0.992049;58;Sleek Mouse
True;3.624289;70;Frozen Computer
True;4.546978;75;Soap
True;7.07681;26;Granite Chips
False;2.989142;8;Incredible Rubber Mouse
True;7.30675;27;New Sausages
False;5.776401;22;Mouse
False;0.225256;60;Soft Mouse
False;1.099814;40;Metal Car
False;0.36851;22;Tasty Rubber Bike
False;2.848713;86;Incredible Rubber Table
True;3.114609;31;Gorgeous Cotton Soap
False;1.361567;3;Sleek Soap
False;2.153063;80;Licensed Chair
True;8.11149;72;Sleek Wooden Bacon
True;8.555959;0;Wooden Chicken
True;3.331621;66;Tasty Salad
True;1.878423;17;New Gloves
True;4.232245;2;Cheese
True;5.345018;0;Tuna
True;0.162588;61;Rustic Plastic Bike
True;2.564425;30;Fish
False;2.252833;86;Incredible Fish
False;8.113234;36;Fish
True;3.994841;43;Awesome Hat
True;5.486834;65;Rubber Mouse
True;3.272943;70;Fresh Hat
False;2.038036;26;Ball
False;5.608924;86;Concrete Cheese
True;6.544969;26;Gorgeous Plastic Hat
True;5.640656;44;For repair Fish
False;1.661094;31;Intelligent Soft Pizza
False;1.221404;64;Concrete Chicken
True;7.683104;45;Bacon
False;1.398085;70;Gorgeous Steel Keyboard
True;8.322011;89;Licensed Bike
True;5.033356;25;Gloves
True;8.839557;78;New Fresh Gloves
False;6.967944;18;Granite Chips
False;3.945184;87;New Sausages
True;7.511701;89;Generic Rubber Pants
True;4.980575;25;Small Shoes
False;3.136824;78;Computer
False;0.237485;40;Handmade Fresh Bike
False;3.303485;41;Table
False;0.888455;1;Cotton Pants
False;6.506021;4;Handcrafted Salad
False;0.466047;0;Unbranded Ball
True;1.387263;95;Awesome Fresh Soap
False;6.665871;28;Wooden Mouse
False;1.433488;73;Tuna
False;7.411834;14;Granite Cheese
False;7.37661;59;Gorgeous Steel Chicken
True;2.561205;7;Pants
True;1.071639;17;Sleek Fish
True;4.117771;8;Ergonomic Bacon
True;5.630506;82;Gloves
True;2.302661;42;Frozen Hat
True;5.587725;59;Steel Soap
True;8.579277;92;Cotton Hat
True;1.479228;79;Handmade Frozen Hat
True;4.361638;87;Pizza
False;4.448583;11;Ball
True;8.090506;10;Soft Fish
True;3.85392;46;Intelligent Concrete Shirt
False;2.639993;17;Mouse
True;7.426932;67;Salad
True;2.094627;65;Incredible Table
True;2.296853;34;Pizza
True;8.393718;38;Mouse
False;0.759929;5;New Fresh Keyboard
True;2.177956;58;Metal Chicken
True;8.064771;19;Generic Pizza
True;7.053755;37;Shoes
True;8.818811;97;Practical Mouse
True;8.657862;92;Steel Shoes
False;8.515219;31;Concrete Shoes
False;2.625922;88;Handcrafted Concrete Bacon
False;8.338582;58;Plastic Sausages
False;0.23455;70;Handcrafted Cotton Shoes
False;7.98388;92;Unbranded Cotton Mouse
True;2.100516;87;Metal Soap
False;3.10569;71;Granite Shoes
True;1.691677;91;Rubber Bike
False;3.233976;64;Handcrafted Salad
True;5.695972;38;Pants
False;5.017392;64;Soft Soap
False;4.297496;58;Incredible Hat
False;6.430204;9;Granite Chair
True;3.818811;22;Intelligent Sausages
False;7.94992;28;Refined Keyboard
True;8.705245;0;Gently Used Gloves
True;2.764977;41;Tasty Computer
True;4.029335;0;Steel Towels
True;0.861822;5;Sausages
True;8.258264;31;Awesome Soft Chicken
True;0.544923;59;Frozen Table
False;8.121956;57;Pizza
False;4.107513;24;Shoes
False;2.976267;58;Refined Rubber Shirt
True;6.225639;0;Licensed Chicken
True;5.733274;4;Fantastic Bike
False;8.660411;47;Fresh Soap
False;1.793023;7;Awesome Soap
False;0.089998;29;Salad
False;0.851819;59;Incredible Chips
True;4.784194;48;Plastic Chicken
False;1.366309;18;Unbranded Plastic Towels
True;6.582294;3;Ergonomic Ball
False;6.060396;38;Computer
True;3.184251;6;For repair Plastic Ball
False;0.788987;42;Soft Table
False;8.138524;0;Handcrafted Soft Chicken
False;7.538748;37;Bike
False;3.716374;54;Pizza
True;3.299674;75;Wooden Towels
False;4.515309;96;Concrete Pizza
False;8.585065;96;Cotton Ball
False;5.068015;25;Keyboard
False;4.068394;71;Pizza
False;4.061475;90;Gorgeous Cotton Chips
False;8.317265;8;Fantastic Pizza
False;3.320505;100;Metal Car
False;4.554556;41;Soft Pants
True;1.561736;6;Granite Hat
True;7.297396;16;Rubber Chips
False;1.895504;91;Gently Used Mouse
True;0.933631;6;Bacon
True;6.762768;38;Bacon
False;6.24992;12;Sleek Salad
False;3.70301;49;Handcrafted Metal Cheese
False;6.415456;33;Licensed Soap
False;3.400034;14;Tasty Table
True;4.505708;13;Concrete Cheese
True;7.839018;36;Handcrafted Fresh Chicken
True;1.71537;11;Bacon
False;5.854399;81;Tasty Soft Bacon
True;7.557825;92;Soap
True;4.557298;39;Gloves
False;5.473137;68;Unbranded Wooden Chair
False;0.969449;92;Sausages
False;2.82832;23;Generic Fresh Chips
True;3.136239;21;Ergonomic Metal Computer
True;6.906048;48;Concrete Chicken
True;4.124272;50;Shirt
False;3.742848;2;Towels
False;7.900687;10;Fresh Towels
False;3.483351;6;Practical Cotton Hat
True;4.877467;2;Ergonomic Cheese
True;8.216277;20;Generic Wooden Gloves
True;2.791066;38;Gorgeous Chips
False;2.860287;72;Gloves
False;1.733899;64;Metal Salad
True;8.052774;79;Handmade Mouse
False;4.094432;96;Awesome Soap
True;5.660857;3;Sleek Metal Car
True;4.417249;32;Salad
False;3.932488;41;Ball
False;7.243035;98;Unbranded Pants
False;4.401155;3;New Soap
False;2.014513;84;Unbranded Cotton Towels
False;5.618651;67;Rubber Bacon
False;0.757647;43;Handcrafted Fish
True;8.216039;99;Fantastic Soap
True;5.919212;11;Practical Pizza
False;8.17982;39;Granite Shirt
True;8.737193;92;Cotton Keyboard
False;0.693309;81;Practical Granite Hat
False;5.158179;78;Fantastic Chips
True;7.447849;7;Granite Chips
True;3.647649;19;Intelligent Sausages
False;4.827084;63;Chair
False;4.298502;61;Licensed Mouse
False;7.709939;58;Pizza
False;7.594443;40;Gorgeous Cheese
True;2.955979;69;Practical Plastic Cheese
True;6.213364;33;Bacon
False;5.481305;31;Generic Towels
True;4.411381;84;For repair Bacon
True;6.888773;44;Bike
False;7.775188;92;New Ball
False;8.663298;84;Computer
False;7.493065;15;Sleek Chair
False;6.605704;98;Gloves
False;7.463229;38;Gorgeous Chips
True;3.308285;57;Plastic Chips
True;3.369636;50;Cotton Table
True;6.885;74;Refined Gloves
True;1.227142;93;Gloves
True;8.264289;19;Generic Car
True;2.869115;92;Steel Bacon
False;2.642403;29;Wooden Shoes
True;7.637117;43;Unbranded Concrete Chicken
True;6.3555;13;Towels
True;3.756388;49;Chair
False;5.759038;84;Rustic Table
True;7.585207;91;Chair
False;1.830802;83;Unbranded Soft Shoes
False;3.426284;2;Incredible Frozen Chicken
False;2.081038;96;Soap
True;5.518404;79;Hat
True;6.834672;93;Generic Gloves
False;3.185581;99;Frozen Salad
True;0.033048;61;Concrete Cheese
False;3.479606;86;Ergonomic Pizza
True;5.912786;69;Gently Used Frozen Table
True;8.252439;11;Granite Hat
False;5.832195;11;Bacon
True;5.984646;31;Small Plastic Sausages
True;7.813712;31;Practical Steel Keyboard
False;1.966628;34;Soft Soap
False;1.218005;53;Granite Shoes
True;8.65848;8;Computer
True;5.4558;100;Rubber Bike
True;6.635085;99;Handcrafted Granite Mouse
True;1.709308;81;Licensed Plastic Mouse
False;4.986646;52;Wooden Keyboard
True;6.072402;61;Cotton Pants
True;0.075507;83;Plastic Salad
False;3.988082;58;Ball
False;8.971083;19;Rustic Wooden Table
False;7.017677;85;Licensed Metal Chips
True;5.1576;52;Plastic Salad
False;0.321117;2;For repair Soap
False;0.066674;33;Used Salad
False;0.176402;27;Concrete Table
False;2.114801;5;Incredible Cheese
False;0.096571;40;Plastic Car
False;4.538386;52;Hat
True;2.813674;39;Generic Wooden Pants
False;7.379056;1;Soft Car
True;3.848647;58;Intelligent Mouse
True;3.843365;39;Salad
True;5.74384;74;Ergonomic Fresh Towels
False;6.044548;83;Chicken
False;0.304148;64;Rustic Shirt
True;2.505995;21;Cheese
False;5.90331;64;Wooden Cheese
False;0.696126;59;Refined Bike
False;6.61028;48;Granite Mouse
True;8.086159;18;Handmade Rubber Chair
False;3.129894;73;Chair
False;4.801814;50;Soft Hat
False;1.873466;23;Salad
True;8.096804;73;Soft Car
True;5.674079;98;For repair Plastic Car
False;4.616859;84;New Pants
True;5.7099;56;Chicken
False;4.93341;23;Gorgeous Cotton Keyboard
True;3.357159;18;Rubber Pants
True;6.064861;1;Sausages
True;7.762443;51;Practical Frozen Pizza
True;4.434942;98;Fantastic Steel Ball
False;3.024309;48;Licensed Sausages
True;7.169535;74;Handmade Rubber Shirt
False;6.725329;0;Steel Table
True;4.12189;31;Used Concrete Soap
True;6.868301;27;Pants
True;2.072007;63;Fantastic Metal Sausages
True;7.104683;100;Used Rubber Fish
False;1.835347;18;Used Cotton Tuna
True;0.250612;62;Unbranded Concrete Tuna
True;4.26567;60;Rubber Cheese
False;5.629285;32;Rubber Mouse
True;8.83538;89;Generic Fresh Table
False;0.406296;45;Fantastic Pizza
True;2.205032;97;Fresh Gloves
True;2.016723;18;Licensed Granite Table
False;7.671846;27;Soft Chips
True;1.822909;32;Tasty Rubber Soap
False;4.382188;78;Fresh Pants
False;0.111231;88;Chicken
False;5.225385;14;Metal Chicken
False;4.582532;37;Shoes
False;4.368642;7;Generic Fresh Sausages
False;4.014052;43;Generic Hat
False;7.485698;94;Awesome Fresh Shoes
True;7.681297;39;Incredible Metal Pizza
False;2.901365;67;Practical Towels
True;6.947775;49;Ball
False;1.530421;60;New Pizza
True;8.335633;13;Rustic Rubber Shirt
False;5.994772;98;New Towels
False;1.016115;63;Shoes
True;7.910209;79;Car
False;3.979085;94;Metal Computer
False;8.344963;87;Gently Used Cotton Bike
False;5.899608;31;Incredible Fresh Pants
True;8.259744;94;Ergonomic Wooden Gloves
False;4.743048;96;Fresh Mouse
True;6.885284;36;Soap
True;6.911454;10;Mouse
False;6.563418;65;Generic Shoes
True;6.733708;67;Keyboard
True;5.044486;84;Handcrafted Granite Car
False;4.501057;63;Intelligent Plastic Salad
False;8.945263;8;Generic Plastic Bacon
False;3.079748;81;Intelligent Fish
False;3.893136;88;Chicken
False;6.439258;99;Wooden Soap
False;7.351788;71;Tasty Chair
False;1.546295;41;Shirt
True;4.805632;0;Rubber Chicken
False;2.324516;49;Computer
True;6.536454;84;Pants
False;7.333288;75;Intelligent Granite Gloves
True;3.569471;81;Frozen Cheese
False;2.568618;8;Pizza
False;1.208585;13;Fresh Salad
True;5.052532;40;Rubber Pants
False;0.235624;76;Rustic Fresh Bike
False;5.718366;96;Unbranded Bacon
False;5.563547;88;Bacon
True;0.185977;23;Rubber Ball
False;3.141766;37;Generic Shirt
False;2.029427;41;Chips
True;4.656406;73;Ergonomic Metal Shirt
True;2.33582;28;Small Hat
False;7.61089;95;Sleek Computer
True;6.246628;61;Steel Bike
True;1.895569;65;Fantastic Soft Keyboard
False;3.094056;57;Concrete Chips
True;4.686637;35;Gorgeous Granite Cheese
False;3.416775;32;Tasty Metal Cheese
True;0.00291;26;For repair Metal Pants
False;8.6679;80;Car
False;3.424465;20;Metal Bacon
False;1.97653;96;New Granite Pizza
False;4.117696;45;Sleek Pizza
False;3.642964;95;Shirt
False;0.991764;44;Refined Pizza
True;0.986706;12;Refined Rubber Hat
True;7.65467;21;Ball
False;6.951566;99;Plastic Chips
True;1.876541;18;Tasty Frozen Cheese
True;6.66928;74;Metal Keyboard
True;7.440022;50;Handmade Salad
True;6.466037;81;Practical Towels
False;0.969972;96;Gorgeous Pants
True;5.381498;53;For repair Car
False;3.456641;96;Chair
False;1.198301;30;Rubber Cheese
False;6.431198;69;Rubber Soap
False;5.60077;53;Steel Soap
True;8.542647;56;Small Tuna
True;7.967494;4;Rustic Fish
True;2.192628;28;Computer
True;5.298939;23;Incredible Frozen Computer
False;4.949657;54;Concrete Table
True;6.507939;25;Soap
False;6.479862;100;Shirt
True;3.22827;9;Cotton Pants
True;1.056587;20;Fantastic Concrete Towels
False;6.317819;99;Metal Ball
False;3.428991;87;Bacon
True;8.305428;98;Bike
True;0.626956;1;Steel Pizza
False;3.524634;30;Fresh Pants
False;3.995683;73;Gorgeous Hat
True;8.843475;88;Small Concrete Keyboard
False;0.20925;83;Unbranded Plastic Chair
True;3.326738;98;Intelligent Concrete Gloves
True;3.039149;23;Pizza
False;1.686631;98;Steel Pants
False;3.284394;36;Gorgeous Computer
True;0.155448;52;Used Frozen Chair
False;5.804611;78;Pants
True;5.146717;2;Car
False;5.430074;32;Incredible Cheese
False;6.105384;40;Shoes
True;1.1391;69;Chips
False;6.323758;90;Frozen Hat
False;8.07622;34;Concrete Hat
False;3.443736;13;Unbranded Soap
True;2.596726;79;Awesome Computer
False;1.482243;9;Soft Soap
True;4.285166;84;Frozen Chips
True;4.056516;19;Sleek Granite Car
True;3.820612;18;Handmade Frozen Chair
True;0.440173;10;Granite Hat
True;0.289529;70;Chips
False;3.840743;76;Plastic Tuna
False;7.555671;7;Unbranded Computer
True;0.014594;79;Chips
False;6.780239;75;Ergonomic Concrete Car
False;5.175573;37;Tasty Tuna
False;2.119865;65;Frozen Shirt
False;7.453982;30;Cheese
False;7.328751;31;Plastic Towels
True;6.232423;24;Intelligent Chips
True;6.159042;81;Fantastic Salad
True;5.60568;44;Keyboard
True;3.479094;76;Soap
True;4.282471;56;Granite Salad
True;1.288742;13;Tasty Pants
True;8.351858;18;Licensed Bike
False;6.096786;52;Refined Steel Pizza
False;5.806832;46;Frozen Mouse
True;6.619805;7;Gently Used Chips
True;4.538071;72;Granite Towels
False;3.353521;86;Handcrafted Granite Chicken
False;1.161183;42;Shoes
False;2.235057;83;Tuna
True;1.888353;87;Licensed Rubber Ball
True;4.066644;92;Handcrafted Wooden Towels
False;4.103557;43;Incredible Keyboard
False;5.814631;77;Licensed Wooden Cheese
False;5.594535;72;Shoes
False;5.173709;39;Handmade Gloves
False;2.835604;58;Metal Ball
True;5.526123;41;Refined Soft Bacon
True;0.032921;99;Shirt
False;3.690054;22;Generic Hat
False;0.590314;3;Cotton Soap
True;5.276147;12;Keyboard
True;6.641476;60;Cotton Fish
False;4.355961;28;Mouse
False;7.130089;59;Unbranded Computer
True;4.174871;99;Rustic Wooden Fish
True;2.895968;85;Sleek Soft Ball
True;2.02456;6;Handmade Computer
False;5.923395;24;Plastic Salad
False;7.353285;28;Cheese
True;6.30694;41;Refined Chicken
True;1.750725;6;Rubber Shoes
False;4.373416;24;Licensed Shoes
False;0.757734;12;Granite Computer
False;3.280377;90;Plastic Fish
False;1.987319;16;Gloves
True;6.061118;43;Cotton Tuna
True;3.865443;65;For repair Sausages
False;0.926382;72;Practical Gloves
True;1.92503;16;Frozen Sausages
True;2.570531;27;New Steel Shirt
False;2.550158;11;Cheese
True;5.50731;59;Fresh Sausages
True;5.245513;18;Frozen Sausages
True;0.392372;10;Fantastic Shirt
True;5.57876;6;Bacon
True;5.089172;81;Fresh Sausages
True;8.361886;30;Used Plastic Computer
False;2.625404;7;Used Towels
True;3.999608;50;Car
False;5.372565;44;Concrete Tuna
True;3.570041;1;Handcrafted Concrete Hat
True;7.559672;46;Gorgeous Granite Pants
False;7.747588;60;Generic Table
False;0.750476;32;New Metal Gloves
False;0.16356;45;Gloves
True;2.852993;58;Concrete Mouse
False;8.074677;51;Ergonomic Car
False;4.668279;73;Bacon
False;5.285995;1;Generic Rubber Shoes
True;8.094147;96;Handcrafted Soap
False;3.75628;15;Bike
False;1.901484;33;Concrete Mouse
False;1.869254;42;Concrete Chair
True;2.306732;88;Mouse
False;5.245528;3;Handmade Soft Bacon
True;5.673463;71;Fantastic Steel Bacon
True;1.244056;18;Steel Sausages
True;2.437031;83;For repair Steel Bike
True;8.97549;61;Gently Used Table
True;3.819285;92;Metal Sausages
False;4.81638;68;Refined Table
True;8.565834;2;Pizza
True;7.019968;65;Ball
False;3.51098;44;Towels
True;2.280658;98;Rustic Wooden Towels
False;7.180053;100;Incredible Car
True;6.36637;45;Steel Fish
False;5.326307;32;Gloves
False;2.191485;84;Rubber Gloves
True;1.626096;63;Soft Bacon
False;6.606297;44;Unbranded Frozen Soap
True;1.155069;48;Awesome Chips
False;6.890762;93;Wooden Bike
False;3.930121;73;Concrete Cheese
True;7.638225;50;Tasty Frozen Towels
False;6.359989;1;Car
False;5.568573;40;Plastic Fish
True;3.77468;73;Gloves
False;6.465367;79;Granite Fish
True;2.236464;53;Concrete Table
True;1.379846;81;Frozen Keyboard
True;8.816353;39;Sleek Mouse
True;1.798136;58;Fish
True;3.581881;90;Granite Table
False;1.930062;45;Table
True;5.117893;97;Fantastic Plastic Shoes
True;2.971098;100;Unbranded Towels
False;6.524725;24;Granite Bike
True;4.512207;23;Intelligent Chicken
True;6.235363;38;Awesome Wooden Pizza
True;2.822257;50;Generic Soft Soap
False;4.594075;7;Intelligent Rubber Bike
False;0.837982;72;Generic Frozen Towels
True;4.296303;17;Tasty Tuna
True;6.67573;34;Incredible Rubber Chicken
True;7.85184;89;Licensed Fish
True;6.782246;5;For repair Concrete Bike
True;4.796968;66;For repair Chips
True;8.564445;67;Tasty Granite Ball
True;3.742707;88;Fantastic Plastic Bike
False;7.632094;100;Used Wooden Mouse
True;5.018798;95;Table
False;5.683538;55;New Soap
False;6.769053;24;Cotton Fish
False;2.832562;44;Ergonomic Granite Hat
True;6.763251;0;Unbranded Rubber Keyboard
False;4.13944;11;Generic Keyboard
False;1.912529;81;Sleek Wooden Shoes
